O*NET-SOC CODE	Title	TASKS
45-4023.00	Clasificadores e inspectores de troncos y bolos de madera	Pesa los troncos del camión antes y después de descargar y registra el peso e identidad del proveedor.
45-4023.00	Clasificadores e inspectores de troncos y bolos de madera	Mide la madera para determinar dimensiones o cantidad, usando aparato de medición y tabla de conversión.
45-4023.00	Clasificadores e inspectores de troncos y bolos de madera	Señala el tronco con una regleta de escala e inspecciona el tronco para determinar defectos y características.
45-4023.00	Clasificadores e inspectores de troncos y bolos de madera	Pone una marca a los troncos para identificar calidad y especie o determina la calidad.
45-4023.00	Clasificadores e inspectores de troncos y bolos de madera	Evalúa las características del tronco y determina calidad, utilizando el criterio establecido.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Supervisa y coordina las actividades de empleados de la industria de la construcción.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Asigna trabajo a empleados, utilizando datos sobre el material y los requisitos del empleado.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Sugiere e inicia acciones respecto del personal, tales como promociones, transferencias y contrataciones.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Examina e inspecciona el progreso del trabajo, equipo y lugares de construcción para verificar seguridad y garantizar que se cumplan con las especificaciones.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Analiza y resuelve problemas del empleado y recomienda planes de motivación.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Ayuda a empleados encargados de las actividades de construcción utilizando herramientas y equipo manuales.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Recomienda medidas para mejorar los métodos de producción y rendimiento del equipo para incrementar la eficiencia y seguridad.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Capacita a los empleados sobre métodos de construcción y funcionamiento del equipo.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Registra información en formas e informes específicos sobre datos del personal, producción y operación.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Localiza, mide y marca la ubicación y colocación de estructuras y equipo.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Analiza y planea la instalación y construcción de equipo y estructuras.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Lee especificaciones, tales como planos y datos para determinar los requisitos de construcción.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Calcula los requisitos de material y mano de obra para acabar el trabajo.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Se reúne con el personal y el trabajador para garantizar que se resuelvan los problemas de producción y del personal.
47-1011.01	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria de la construcción	Dirige y guía a los empleados encargados de las actividades de construcción.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Supervisa y coordina las actividades de empleados encargados de la extracción de materiales geológicos.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Dirige y guía a los empleados encargados de la extracción de materiales geológicos.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Asigna trabajo a empleados, utilizando datos sobre el material y los requisitos del empleado.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Analiza y resuelve problemas del empleado y recomienda planes de motivación.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Capacita a los empleados sobre métodos de construcción y funcionamiento del equipo.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Recomienda medidas para mejorar los métodos de producción y rendimiento del equipo para incrementar la eficiencia y seguridad.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Examina e inspecciona el equipo, lugar y materiales para verificar que se cumplan con las especificaciones.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Solicita materiales, suministros y reparación de equipo y maquinaria.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Localiza, mide y marca materiales y ubicación del lugar, a través del uso de equipo para medir y marcar.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Ayuda a los empleados encargados de las actividades de extracción, utilizando herramientas y equipo manuales.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Registra información, como datos del personal, producción y operación en formas e informes específicos.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Sugiere e inicia acciones respecto del personal, tales como promociones, transferencias y contrataciones.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Analiza y planea el proceso de extracción de materiales geológicos.
47-1011.02	Supervisores de primera línea y gerentes/supervisores de los empleados de la industria extractiva	Se reúne con el personal y empleados para garantizar que se resuelvan los problemas de producción del personal.
47-2011.00	Caldereros	Coloca, alinea y afianza partes estructurales y ensamblajes relacionados con vasijas de presión, a través del uso de plomadas, niveles, cuñas y tensores.
47-2011.00	Caldereros	Instala bocas de acceso, asideros, válvulas, medidores y conexiones de alimentación de agua en cilindros de calderas de cámara de agua, utilizando herramientas de mano.
47-2011.00	Caldereros	Repara o reemplaza partes defectuosas de una vasija de presión, utilizando soplete, gatos, martillos para tapar, sierra eléctrica, terraja y equipo para soldar.
47-2011.00	Caldereros	Da forma a hendeduras, uniones y orillas irregulares de secciones de una vasija de presión y partes estructurales para lograr un ajuste específico, utilizando un soplete cortador, lima y esmeriladora eléctrica.
47-2011.00	Caldereros	Estudia planos para determinar la ubicación, relación y dimensiones de partes para armar las vasijas de presión, tales como calderas, tanques y cubas.
47-2011.00	Caldereros	Instala ladrillo refractario y otros materiales resistentes al calor en la caja de fuego de la vasija de presión.
47-2011.00	Caldereros	Localiza y marca puntos de referencia para columnas o placas sobre cimientos, usando una regla maestra, escuadra, tránsito e instrumentos de medición.
47-2011.00	Caldereros	Añade equipo de arrastre y señala al operador de la grúa para levantar las partes de la vasija de presión a la posición especificada.
47-2011.00	Caldereros	Limpia el equipo de la vasija de presión mediante el uso de raspatubos, cepillo de alambre y solvente para limpiar.
47-2011.00	Caldereros	Fabrica partes, tales como chimeneas, túneles y conductos para adaptar la vasija de presión al establecimiento.
47-2011.00	Caldereros	Repara con cemento el aislamiento de la vasija de presión.
47-2011.00	Caldereros	Mantiene y repara calderas de vapor estacionarias y calderas auxiliares de casa, utilizando herramientas de mano y eléctricas.
47-2011.00	Caldereros	Inspecciona accesorios defectuosos de vasijas ensambladas, así como pruebas de presión para detectar fugas.
47-2011.00	Caldereros	Hace sonar, ensarta con martillo eléctrico o solda los extremos del tubo de la vasija de presión para asegurar que las uniones sean a prueba de fugas.
47-2011.00	Caldereros	Endereza o da nueva forma a las placas de la vasija de presión y partes de la estructura dobladas, utilizando martillo, gatos y soplete.
47-2011.00	Caldereros	Atornilla o solda por arco las estructuras de la vasija de presión y partes anexas, utilizando llave para tuercas y equipo para soldar.
47-2021.00	Albañiles y soladores	Coloca y alínea ladrillos, bloques o losetas para construir o reparar estructuras o equipos de alta temperatura, horno de ladrillos, horno de calcinación, hornillos o estufas.
47-2021.00	Albañiles y soladores	Aplica y aplana mortero u otra mezcla sobre la superficie del trabajo y retira el exceso con paleta y herramientas manuales.
47-2021.00	Albañiles y soladores	Mide la distancia desde puntos de referencia y marca guías para elaborar el trabajo mediante péndulos y niveladores.
47-2021.00	Albañiles y soladores	Examina el trabajo de albañilería o la estructura para determinar la necesidad de hacer reparaciones.
47-2021.00	Albañiles y soladores	Sujeta o fusiona ladrillos u otro material de construcción a la estructura con sujetadores de metal, agarres del ancla, soplete o cemento.
47-2021.00	Albañiles y soladores	Limpia la superficie de trabajo para eliminar óxido, polvo, hollín o rebabas del ladrillo y argamasa mediante escoba, cepillo de alambre o raspadora.
47-2021.00	Albañiles y soladores	Rocía o esparce material refractario sobre el trabajo de albañilería para protegerlo del deterioro.
47-2021.00	Albañiles y soladores	Elimina ladrillos o argamasa quemados o dañados con macho de fragua, palanca, pistola para desbastar o cincel.
47-2021.00	Albañiles y soladores	Rompe o corta ladrillos, losetas o bloques al tamaño con el borde de una paleta, martillo o sierra eléctrica.
47-2021.00	Albañiles y soladores	Mezcla cantidad indicada de arena, arcilla, polvo o argamasa en polvo para formar una mezcla refractaria.
47-2021.00	Albañiles y soladores	Calcula ángulos y direcciones; determina la alineación vertical y horizontal de la dirección.
47-2022.00	Mamposteros	Da forma, recorta, recubre y corta mármol o piedra antes de colocarla mediante sierras eléctricas, equipo para cortar y herramientas manuales.
47-2022.00	Mamposteros	Traza diseños en la pared o cimientos de monumentos mediante regla de trazar, regla o líneas superpuestas.
47-2022.00	Mamposteros	Da el acabado a uniones entre las piedras con una paleta.
47-2022.00	Mamposteros	Alisa, pule y bisela superficies con herramientas de mano y eléctricas.
47-2022.00	Mamposteros	Coloca moldes a lo largo de las guías en la pared, presiona el molde en su lugar y quita el molde y el papel de la pared.
47-2022.00	Mamposteros	Retira secciones del monumento de la plataforma del camión y guía la piedra a la base mediante rastras, elevadores o camión grúa.
47-2022.00	Mamposteros	Repara áreas picadas o rajadas de superficies ornamentales de piedra o mármol mediante lámpara de soldar y mastique.
47-2022.00	Mamposteros	Cava zanjas para la cimentación de monumentos mediante pico y pala.
47-2022.00	Mamposteros	Perfora hoyos en mármol o piedra ornamental y sujeta soportes.
47-2022.00	Mamposteros	Recubre interiores de moldes con papel tratado y llena los moldes con mezcla de piedra y estuco.
47-2022.00	Mamposteros	Limpia el exceso de argamasa o lechada en la superficie de mármol, piedra o monumento con esponja, brocha, agua o ácido.
47-2022.00	Mamposteros	Mezcla argamasa o lechada y la vacía o esparce en losas de mármol, piedra o cimentación.
47-2022.00	Mamposteros	Alínea y nivela piedra o mármol mediante instrumentos de medición como reglas, escuadras y plomada.
47-2022.00	Mamposteros	Coloca la piedra o mármol en el lugar de acuerdo con la distribución o patrón.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Da forma o corta materiales a tamaños especificados con herramientas de mano, máquinas o sierras eléctricas.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Ensambla y fija materiales con herramientas de mano y tornillos de rosca para madera, clavos, clavijas o pegamento para formar la estructura o accesorios.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Instala estructuras y vigas como ventanas, marcos, pisos y arquitrabes o equipos mediante herramientas de carpintería manuales o eléctricas.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Construye o repara gabinetes, puertas, marcos, pisos y otras estructuras de maderas usadas en construcciones mediante máquinas para trabajar la madera y herramientas de carpintería manuales y eléctricas.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Llena grietas y otros defectos en yeso o cartón-yeso y lija parchaduras con yeso para resanar, paleta y máquina para lijar.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Retira partes o secciones dañadas o defectuosas de estructuras y las repara o cambia usando herramientas de mano.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Verifica la exactitud de la estructura con péndulo y niveladora.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Prepara el diseño de acuerdo con planos o instrucciones orales utilizando regla, escuadra de carpintero y calibradores.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Calcula la cantidad y tipo de madera u otros materiales requeridos; selecciona y solicita dichos materiales.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Inspecciona losas en techos o pisos, recubrimiento de paredes, entablado de paredes, vidrio o trabajos de carpintería para detectar estructuras rotas o dañadas.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Estudia especificaciones en planos, esquemas o planos de construcción para determinar materiales requeridos y dimensiones de estructuras que se van a fabricar.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Mide y marca líneas de corte sobre materiales con regla, lápiz, gis y gramil.
47-2031.01	Carpinteros que realizan trabajos para la construcción	Da el acabado a superficies de carpintería o madera laminada en casas y edificios con pintura, herramientas de mano y empanelado.
47-2031.02	Carpinteros para estructuras pesadas	Arma y fija materiales para construir estructuras de madera o metal con pernos, clavos o tornillos.
47-2031.02	Carpinteros para estructuras pesadas	Mide materiales o distancias con escuadra, cinta métrica o regla para trazar el trabajo.
47-2031.02	Carpinteros para estructuras pesadas	Perfora agujeros para pernos en la madera con mampostería o paredes de concreto mediante taladro eléctrico.
47-2031.02	Carpinteros para estructuras pesadas	Instala puertas y marcos de ventanas pesados, contrapiso, vigas o soportes temporales en estructuras para construcción o reparación.
47-2031.02	Carpinteros para estructuras pesadas	Examina maderas y soportes de estructuras para detectar deterioro y cambia la madera con herramientas de mano, tuercas y tornillos.
47-2031.02	Carpinteros para estructuras pesadas	Sujeta y tensa encofrados y otras estructuras en su lugar con clavos, pernos, barras de anclaje, cables de acero, tablones, cuñas y madera.
47-2031.02	Carpinteros para estructuras pesadas	Perfora o dirige la perforación de hoyos de poste y coloca el poste para sostener la estructura.
47-2031.02	Carpinteros para estructuras pesadas	Fabrica piezas con máquinas para trabajar madera y metal.
47-2031.02	Carpinteros para estructuras pesadas	Levanta encofrados de estructuras prefabricadas, marcos, andamios, elevadores, soportes de techos o rampas con herramientas de mano, regla plomada y niveladores.
47-2031.02	Carpinteros para estructuras pesadas	Corta o sierra cartón, madera o madera contrachapada a tamaños requeridos con sierra mecánica o eléctrica o máquina para trabajar la madera.
47-2031.02	Carpinteros para estructuras pesadas	Estudia planos y diagramas para determinar las dimensiones de la estructura o encofrado que se va a construir o levantar.
47-2031.03	Ensambladores y reparadores de carpintería	Mide y marca la ubicación de tornillos, guías y aperturas del receptáculo, mediante el uso de un metro, plantilla y marcador.
47-2031.03	Ensambladores y reparadores de carpintería	Instala ventanas y puertas, aislamiento, pared, techo y páneles de piso o revestimiento exterior prefabricados, usando pegamentos, grúas, herramientas de mano y eléctricas.
47-2031.03	Ensambladores y reparadores de carpintería	Quita la superficie defectuosa, utilizando cuchillo, raspador, esponja húmeda, plancha eléctrica y herramientas para limpieza con arena.
47-2031.03	Ensambladores y reparadores de carpintería	Corta los bordes traslapados de la madera o de una tabla solapada, utilizando una fresadora portátil o sierra eléctrica y herramientas de mano.
47-2031.03	Ensambladores y reparadores de carpintería	Aplica tintura, pintura o crayones a los defectos y filtro para retocar al área reparada.
47-2031.03	Ensambladores y reparadores de carpintería	Dirige al operador de la grúa para colocar el piso, pared, techo y panel del techo sobe el cimiento de la casa.
47-2031.03	Ensambladores y reparadores de carpintería	Mueve el panel o sección del techo a otras estaciones de trabajo o al área de almacenamiento o envío, utilizando montacargas eléctrico.
47-2031.03	Ensambladores y reparadores de carpintería	Estudia planos, hojas de especificación y diseños para determinar el estilo y tipo de ventana o panel de pared requeridos.
47-2031.03	Ensambladores y reparadores de carpintería	Tapa con madera de relleno grietas, hendeduras, depresiones y agujeros de clavos.
47-2031.03	Ensambladores y reparadores de carpintería	Examina las superficies de la madera para localizar defectos, tales como hendiduras, fisuras o burbujas.
47-2031.03	Ensambladores y reparadores de carpintería	Mide con un metro los materiales que se cortaron, para determinar que cumplan con las especificaciones.
47-2031.03	Ensambladores y reparadores de carpintería	Realinea ventanas y persianas para ajustar bisagras y aceitar las partes movibles.
47-2031.03	Ensambladores y reparadores de carpintería	Repara o reemplaza cerraduras, bisagras, manijas y piezas de madera defectuosas, mediante el uso de pegamento, herramientas de mano y eléctricas.
47-2031.03	Ensambladores y reparadores de carpintería	Distribuye y alinea materiales en la mesa de trabajo o en una plantilla de montaje de acuerdo con las instrucciones especificadas.
47-2031.03	Ensambladores y reparadores de carpintería	Corta el revestimiento exterior y molduras, secciones de tabla solapada, aperturas en placa de yeso y madera, mediante el uso de herramientas de mano y eléctricas.
47-2031.03	Ensambladores y reparadores de carpintería	Alinea y une materiales, mediante el uso de herramientas de mano y eléctricas para formar una construcción o puntal.
47-2031.04	Carpinteros y ebanistas de barcos	Lee planos para determinar las dimensiones del mobiliario en buques o barcos.
47-2031.04	Carpinteros y ebanistas de barcos	Ensambla e instala herrajes, empaques, pisos, muebles o aislamiento, mediante el uso de pegamento, herramientas de mano y eléctricas.
47-2031.04	Carpinteros y ebanistas de barcos	Corta madera o vidrio según dimensiones especificadas, usando herramientas de mano y eléctricas.
47-2031.04	Carpinteros y ebanistas de barcos	Da formas a partes irregulares y recorta el exceso de material del mamparo y del mobiliario para garantizar que el ajuste cumpla con las especificaciones.
47-2031.04	Carpinteros y ebanistas de barcos	Construye pisos, puertas y divisiones, utilizando máquinas para carpintería, herramientas de mano y eléctricas.
47-2031.04	Carpinteros y ebanistas de barcos	Engrasa el engranaje y otras partes movibles de las máquinas de un barco.
47-2031.04	Carpinteros y ebanistas de barcos	Transfiere las dimensiones o medidas de partes de madera o mamparo en contrachapado, usando instrumentos de medición y aparatos para marcar.
47-2031.04	Carpinteros y ebanistas de barcos	Repara la carpintería estructural y reemplaza partes y equipo defectuoso, utilizando herramientas de mano y eléctricas.
47-2031.04	Carpinteros y ebanistas de barcos	Da forma y lamina madera para hacer componentes/partes de barcos, mediante el uso de cámaras de vapor, abrazaderas, pegamento y portapiezas.
47-2031.05	Constructores de barcos y carpinteros de buques	Corta y forma partes, tales como quilla, costillas, revestimientos exteriores y estructuras de soporte y bloques, usando herramientas de mano y eléctricas para carpintería.
47-2031.05	Constructores de barcos y carpinteros de buques	Añade al barco partes de metal, tales como herrajes, placas y mamparos, mediante el uso de una abrazadera y broca, taladro y llaves de tuercas.
47-2031.05	Constructores de barcos y carpinteros de buques	Pule y acaba las superficies del barco, mediante el uso de una lijadora eléctrica, segur, azuela y pintura; encera y da brillo a la superficie de acuerdo con el acabado especificado.
47-2031.05	Constructores de barcos y carpinteros de buques	Mide y marca las líneas dimensionales en madera, siguiendo la plantilla y usando un gramil.
47-2031.05	Constructores de barcos y carpinteros de buques	Establece los puntos de referencia dimensional en el diseño y casco para hacer la plantilla de las partes y localizar maquinaria y equipo.
47-2031.05	Constructores de barcos y carpinteros de buques	Consulta con el cliente o supervisor y lee el plano para determinar las reparaciones necesarias.
47-2031.05	Constructores de barcos y carpinteros de buques	Añade una grúa a las secciones del casco, y dirige al operador de la grúa para alinear las partes sobre los bloques, de acuerdo con el diseño del barco.
47-2031.05	Constructores de barcos y carpinteros de buques	Marca el contorno del barco en el muelle, astillero, taller de encofrado para la construcción, de acuerdo con las especificaciones del plano y mediante el uso de instrumentos de medición y crayón.
47-2031.05	Constructores de barcos y carpinteros de buques	Inspecciona el barco para determinar la ubicación y magnitud del defecto.
47-2031.05	Constructores de barcos y carpinteros de buques	Coloca y asegura las estructuras de soporte en el área de construcción.
47-2031.05	Constructores de barcos y carpinteros de buques	Recorta el defecto por medio de herramientas eléctricas y de mano y coloca y asegura la parte que se va a reemplazar a través del uso de una pistola de calafateo, pegamento o herramientas de mano.
47-2031.05	Constructores de barcos y carpinteros de buques	Ensambla e instala un armazón en el casco y otras estructuras en la nave a través del uso de pegamento, instrumentos de medición y herramientas de mano o eléctricas.
47-2031.05	Constructores de barcos y carpinteros de buques	Construye y da formas a los marcos y estructuras de madera y otras partes de acuerdo con las especificaciones del plano y mediante el uso de herramientas de mano y eléctricas e instrumentos de medición.
47-2031.06	Constructores de mamparas de separación	Instala conductos de aire rígidos o flexibles para transportar aire a las áreas de trabajo.
47-2031.06	Constructores de mamparas de separación	Levanta separaciones para detener techos en áreas no adecuadas para entibar o empernar.
47-2031.06	Constructores de mamparas de separación	Perfora y rompe piedras que obstruyen a fin de reabrir chimeneas de ventilación.
47-2041.00	Instaladores de alfombras	Extiende la alfombra para garantizar que la superficie quede lisa y fija la alfombra en su lugar con tiras adherentes.
47-2041.00	Instaladores de alfombras	Coloca la alfombra sobre pisos mediante adhesivo, siguiendo el método establecido.
47-2041.00	Instaladores de alfombras	Corta fieltro al tamaño indicado y lo coloca de acuerdo con el método indicado.
47-2041.00	Instaladores de alfombras	Corta y recorta la alfombra para que se ajusta a lo largo de los bordes de la pared, aberturas y protuberancias.
47-2041.00	Instaladores de alfombras	Estudia esquemas del piso para determinar el área que se va a alfombrar y la cantidad de material necesario para realizar el trabajo.
47-2041.00	Instaladores de alfombras	Une bordes de la alfombra en las junturas mediante cinta adhesiva y hierro caliente para alfombras.
47-2041.00	Instaladores de alfombras	Mueve muebles del área que se va a alfombrar y quita la alfombra y fieltro viejos.
47-2041.00	Instaladores de alfombras	Sujeta huellas de metal a lo largo de aberturas de la puerta o donde la alfombra se une con el piso a fin de mantener la alfombra en su lugar.
47-2041.00	Instaladores de alfombras	Clava tiras adherentes alrededor del área que se va a alfombrar o usa las tiras ya usadas para fijar los bordes de la alfombra nueva.
47-2041.00	Instaladores de alfombras	Junta y cose a mano las secciones de la alfombra cuando es necesario.
47-2041.00	Instaladores de alfombras	Mide y corta la alfombra al tamaño necesario de acuerdo con los esquemas del piso mediante un cuchillo para alfombras.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Distribuye, coloca y aplica la baldosa y otros materiales decorativos en pisos, paredes y gabinetes.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Estira, hace rodar o presiona la pared laminada y el recubrimiento para pisos sobre la superficie o base de cemento del piso para así alisar y dar el acabado a la superficie mediante un rodillo de mano.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Aplica con brocha el compuesto impermeable sobre la superficie y llena grietas con yeso, mastique o lechada para sellar poros y formar un cimiento liso.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Recorta el exceso de materiales de recubrimiento, asegura bordes y une secciones del material de recubrimiento para formar una unión firme.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Desconecta electrodomésticos y empotrados eléctricos, así como remueve recubrimientos de paredes y pisos de pisos, paredes y gabinetes.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Barre, raspa, lija o empareja suciedad y superficies irregulares para limpiar las superficies del cimiento.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Elimina el exceso de cemento para limpiar las superficies ya terminadas y aplica lechada para sellar uniones de baldosas.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Mide y marca guías sobre la superficie o cimentación con cordel entizado y separadores.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Calienta y suaviza materiales de recubrimiento de pisos para parchar grietas y formar recubrimientos del piso alrededor de superficies irregulares mediante lámpara de soldar.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Aplica cemento adhesivo sobre material del piso o pared para unir y adherir el material de cimentación.
47-2042.00	Colocadores de pisos, excepto alfombras, madera y losas de cerámica	Corta material de recubrimientos y cimentación de acuerdo con planos y esquemas; corta patrones alrededor de obstrucciones del piso.
47-2043.00	Pulidores y enfoscadores de pisos	Dirige la máquina sobre la superficie del suelo hasta que la superficie quede lisa.
47-2043.00	Pulidores y enfoscadores de pisos	Aplica componentes de relleno al piso para sellar la madera.
47-2043.00	Pulidores y enfoscadores de pisos	Raspa y lija las esquinas del piso y áreas inaccesibles para la lijadora, usando un raspador y una lija de disco.
47-2043.00	Pulidores y enfoscadores de pisos	Sujeta la lija al rodillo de la máquina para lijar.
47-2044.00	Colocadores de baldosas y marmolistas	Coloca y presiona o da golpecitos a la baldosa con la manija de la paleta para fijar la baldosa al yeso o base adherente.
47-2044.00	Colocadores de baldosas y marmolistas	Corta y da forma a la baldosa con una cortadora de baldosa y afiladora.
47-2044.00	Colocadores de baldosas y marmolistas	Mide y corta metal foraminado al tamaño indicado para paredes y techos mediante tijeras para estaño.
47-2044.00	Colocadores de baldosas y marmolistas	Limpia lechada entre las baldosas y quita el exceso mediante una esponja húmeda.
47-2044.00	Colocadores de baldosas y marmolistas	Aplica pegamento con brocha sobre el papel manila en el que se dibujó el diseño y coloca la cara acabada de la baldosa sobre el papel.
47-2044.00	Colocadores de baldosas y marmolistas	Mezcla y aplica argamasa o cemento en bordes y extremos de drenes de baldosa para sellar partes y uniones.
47-2044.00	Colocadores de baldosas y marmolistas	Instala y fija empotrados en lugares indicados con herramientas de mano.
47-2044.00	Colocadores de baldosas y marmolistas	Clava varillas a la superficie de paredes y techos mediante pistola para engrapar o martillo.
47-2044.00	Colocadores de baldosas y marmolistas	Selecciona baldosas y otros artículos que se van a instalar como accesorios para baño, paredes, páneles y gabinetes de acuerdo con las especificaciones.
47-2044.00	Colocadores de baldosas y marmolistas	Mide y marca superficies que se van a enlosar y distribuye el trabajo de acuerdo con planos.
47-2044.00	Colocadores de baldosas y marmolistas	Distribuye yeso o concreto sobre la superficie para formar la base sobre la cual se va a instalar la baldosa y nivela al grosor indicado mediante brocha, paleta y reglón.
47-2044.00	Colocadores de baldosas y marmolistas	Corta baldosas al tamaño indicado con cizalla.
47-2044.00	Colocadores de baldosas y marmolistas	Distribuye mastique u otras bases adhesivas sobre techos para formar la base para la cubierta de baldosa mediante un esparcidor dentado.
47-2051.00	Cementistas y enfoscadores	Empareja, raspa y pule bordes altos, rebordes y protuberancias pronunciadas para dar el acabado al concreto mediante cincel neumático, cincel de mano o herramientas de mano.
47-2051.00	Cementistas y enfoscadores	Pule la superficie con máquina para pulir o aplanar.
47-2051.00	Cementistas y enfoscadores	Pasa el rodillo sobre la superficie para incrustar lascas, pedazos o trozos en la superficie.
47-2051.00	Cementistas y enfoscadores	Fabrica moldes de madera y sujeta los moldes alrededor del área que se va a reparar mediante herramientas de mano.
47-2051.00	Cementistas y enfoscadores	Corta áreas dañadas, perfora hoyos para reforzar varillas y coloca varillas de refuerzo para reparar concreto mediante sierra eléctrica y taladro.
47-2051.00	Cementistas y enfoscadores	Mezcla cemento, arena y agua para elaborar concreto, lechada o mortero mediante el uso de azadón, paleta, pisón, raspadora o máquina para mezclar concreto.
47-2051.00	Cementistas y enfoscadores	Moldea junturas de expansión y bordes con herramientas de cantear, máquina para ranurar y macho de fragua.
47-2051.00	Cementistas y enfoscadores	Aplica ácido muriático para limpiar superficies y enjuaga con agua.
47-2051.00	Cementistas y enfoscadores	Corta franjas metálicas separadoras y las presiona sobre la base de terrazzo de tal manera que los bordes superiores formen el diseño o patrón deseado.
47-2051.00	Cementistas y enfoscadores	Distribuye cartón para tejados sobre superficies de cimentación y distribuye el concreto sobre el cartón mediante una paleta para formar una base de terrazzo.
47-2051.00	Cementistas y enfoscadores	Crea superficies rugosas de concreto con una escoba.
47-2051.00	Cementistas y enfoscadores	Indica al chofer del camión dónde colocar el camión para facilitar el vaciado del concreto y dirige el conducto por donde sale el concreto hacia moldes o recipientes adonde se vacía el concreto.
47-2051.00	Cementistas y enfoscadores	Distribuye, nivela y aplana concreto mediante rastrillo, pala mecánica, paleta manual o eléctrica, reglón eléctrico y rueda hidráulica.
47-2051.00	Cementistas y enfoscadores	Limpia el área resquebrajada con cepillo de alambre, toca y examina la superficie para detectar si la superficie está áspera o irregular.
47-2051.00	Cementistas y enfoscadores	Moja la superficie para prepararla para el encolado, llena hoyos y grietas con lechada o mortero y aplana utilizando una paleta.
47-2051.00	Cementistas y enfoscadores	Moja la superficie de concreto y frota con piedra para aplanar la superficie y obtener el acabado indicado.
47-2051.00	Cementistas y enfoscadores	Espolvorea lascas, pedazos o trozos de piedra o mármol de colores, acero en polvo o colorante en polvo sobre la superficie para dar el acabado indicado.
47-2053.00	Pavimentadores de terrazo y afines	Empareja, raspa y pule bordes altos, rebordes y protuberancias pronunciadas para dar el acabado al concreto mediante cincel neumático, cincel de mano o herramientas manuales.
47-2053.00	Pavimentadores de terrazo y afines	Pule la superficie con máquina para pulir o aplanar.
